timestamp,jobid,n,processes,threads,distribution,schedule,computation_time,total_time,primes_found
2026-09-17T14:26:16Z,140402,100000000,2,4,cyclic,guided,6.707677,7.530876,5761455
2026-09-17T14:26:16Z,140407,100000000,4,2,block,dynamic,9.009363,9.620370,5761455
2026-09-17T14:26:16Z,140410,100000000,4,4,block,static,4.521203,5.185200,5761455
2026-09-17T14:26:17Z,140409,100000000,4,2,weighted,static,7.155029,7.702947,5761455
2026-09-17T14:26:18Z,140412,100000000,4,4,weighted,static,5.286331,5.944379,5761455
2026-09-17T14:26:18Z,140401,100000000,2,4,block,dynamic,10.512199,11.140752,5761455
2026-09-17T14:26:18Z,140403,100000000,2,4,weighted,guided,6.939022,7.523852,5761455
2026-09-17T14:26:18Z,140408,100000000,4,2,cyclic,guided,7.986077,8.810131,5761455
2026-09-17T14:26:20Z,140411,100000000,4,4,cyclic,static,3.392598,4.259407,5761455
2026-09-17T14:26:22Z,140410,100000000,4,4,block,static,4.511019,5.106574,5761455
2026-09-17T14:26:22Z,140399,100000000,2,2,cyclic,dynamic,13.378367,14.231580,5761455
2026-09-17T14:26:24Z,140402,100000000,2,4,cyclic,guided,6.713238,7.533510,5761455
2026-09-17T14:26:24Z,140400,100000000,2,2,weighted,dynamic,13.832564,14.487952,5761455
2026-09-17T14:26:24Z,140412,100000000,4,4,weighted,static,5.261700,5.872591,5761455
2026-09-17T14:26:25Z,140411,100000000,4,4,cyclic,static,3.422339,4.294445,5761455
2026-09-17T14:26:25Z,140409,100000000,4,2,weighted,static,7.164102,7.742808,5761455
2026-09-17T14:26:26Z,140403,100000000,2,4,weighted,guided,6.947599,7.518427,5761455
2026-09-17T14:26:28Z,140401,100000000,2,4,block,guided,8.415847,8.978695,5761455
2026-09-17T14:26:28Z,140410,100000000,4,4,block,static,4.515393,5.119772,5761455
2026-09-17T14:26:28Z,140407,100000000,4,2,block,dynamic,10.575128,11.152243,5761455
2026-09-17T14:26:28Z,140408,100000000,4,2,cyclic,guided,8.357005,9.152389,5761455
2026-09-17T14:26:29Z,140412,100000000,4,4,weighted,static,3.613924,4.197171,5761455
2026-09-17T14:26:30Z,140411,100000000,4,4,cyclic,dynamic,3.368948,4.258148,5761455
2026-09-17T14:26:30Z,140398,100000000,2,2,block,dynamic,16.798623,17.308854,5761455
2026-09-17T14:26:32Z,140402,100000000,2,4,cyclic,guided,6.744695,7.707713,5761455
2026-09-17T14:26:33Z,140410,100000000,4,4,block,dynamic,4.511787,5.094642,5761455
2026-09-17T14:26:34Z,140409,100000000,4,2,weighted,static,7.228475,7.815693,5761455
2026-09-17T14:26:34Z,140412,100000000,4,4,weighted,static,3.614504,4.220337,5761455
2026-09-17T14:26:34Z,140403,100000000,2,4,weighted,guided,6.948567,7.509347,5761455
2026-09-17T14:26:35Z,140411,100000000,4,4,cyclic,dynamic,3.368009,4.299737,5761455
2026-09-17T14:26:37Z,140401,100000000,2,4,block,guided,8.428639,9.066433,5761455
2026-09-17T14:26:37Z,140408,100000000,4,2,cyclic,guided,8.018698,8.811000,5761455
2026-09-17T14:26:39Z,140412,100000000,4,4,weighted,static,3.605044,4.227900,5761455
2026-09-17T14:26:39Z,140400,100000000,2,2,weighted,dynamic,13.827208,14.465446,5761455
2026-09-17T14:26:39Z,140410,100000000,4,4,block,dynamic,4.509563,5.064548,5761455
2026-09-17T14:26:40Z,140411,100000000,4,4,cyclic,dynamic,3.368893,4.259975,5761455
